station,june_ratio,aug_ratio,cat0.0005g0.20s,cat0.0005g0.25s,glacier_prop,glacier_Area,temp_change,snow20,snow40,ice20,ice40,air_anom_mean,air_anom_max,surface_anom_mean,surface_anom_max,quality
08KH010,1.4532842202258696,0.4907487617939015,"no glacier, low snow","no glacier, low snow",3.731106989669839e-4,294697.785,10.969999313354492,0.20658380920389655,0.12092710782667114,1,1,13.676219940185547,18.59246826171875,9.157697677612305,14.857697486877441,1
08KH030,1.5827095689234862,0.6978438986742187,"glacier, high snow","glacier, low snow",0.01702205980748821,3127309.895,10.35999870300293,0.32786885245901637,0.23521026372059872,1,1,13.247865676879883,17.795364379882813,9.684103012084961,14.558388710021973,1
08LA001,1.4280248319446358,0.7698547175925926,"glacier, low snow","glacier, low snow",0.01701025839457276,175644012.295,10.680000305175781,0.16361176689036844,0.12570625215522957,0.9992389649923896,0.9969558599695586,13.935853958129883,18.605854034423828,12.2639799118042,18.01064682006836,1
08LB038,1.5343089923658448,0.6491424544750662,NA,"no glacier, low snow",0.00359594515685241,978897.161,9.930000305175781,0.27584517393434593,0.2023517883390495,1,1,13.552255630493164,17.828506469726563,7.229558944702148,10.14670181274414,1
08LB047,1.6653104448969078,0.8525542194025479,"glacier, high snow","glacier, low snow",0.04060632908672355,182210011.346,10.390003204345703,0.2700849605008198,0.20727381129825606,0.9977561705310396,0.9947643979057592,13.811981201171875,18.388233184814453,9.688474655151367,12.625617980957031,1
08LB064,1.3428692270927618,0.7981714967760352,"glacier, low snow","glacier, low snow",0.01824671726550628,357854022.369,10.670001983642578,0.1520420513884566,0.11483210568177889,0.998491135420596,0.995850622406639,14.02481746673584,18.95231819152832,9.840815544128418,15.970815658569336,1
08LC002,0.899071612761746,0.5738046947296812,"no glacier, low snow","no glacier, low snow",0.0016285228120719519,7692420.104,6.739997863769531,0.06838634031950755,0.03690458742488641,0.9824561403508771,0.9649122807017544,12.197529792785645,15.417530059814453,9.822365760803223,14.29986572265625,1
08LC003,1.0598967320224812,0.6293015859303008,"no glacier, low snow","no glacier, low snow",0.0036710795880782973,7357522.312,7.0500030517578125,0.10364087712039718,0.05881947317611364,0.9814814814814815,0.9629629629629629,12.555213928222656,15.90146541595459,11.506360054016113,15.414931297302246,1
08LC018,1.11110830708514,0.5640522179355149,"glacier, low snow","glacier, low snow",0.006503997456791829,7357522.312,7.499998092651367,0.1763767938182264,0.10302955967128664,0.9814814814814815,0.9629629629629629,12.355670928955078,15.9669189453125,10.994403839111328,15.414403915405273,1
08LD001,1.033324440228454,0.8163772604482707,"glacier, low snow","glacier, low snow",0.010592535715310764,33951517.865,9.240001678466797,0.11335471011352803,0.08141953375509142,0.991701244813278,0.979253112033195,13.318353652954102,17.4333553314209,9.82175064086914,15.01675033569336,1
08LE024,1.3324447913405617,0.6498336194427093,"glacier, low snow","glacier, low snow",0.009192770355356717,8570651.747,6.020000457763672,0.23267326732673269,0.15885264997087944,1,0.9692307692307692,11.932988166809082,14.795488357543945,8.77170467376709,13.588848114013672,1
08LE027,1.3760401785804126,0.6939485205714646,"glacier, high snow","glacier, high snow",0.017865013045928125,14382223.079,6.819999694824219,0.32908813041263374,0.26490066225165565,1,1,12.141738891601563,15.322986602783203,10.603902816772461,13.997236251831055,1
08LE031,0.9846915773394971,0.7680868433083797,"no glacier, low snow","no glacier, low snow",0.004134629432142876,65408855.482,9.049999237060547,0.08455122201212292,0.05603760581052185,0.9935897435897436,0.9807692307692307,13.162683486938477,17.181434631347656,11.058871269226074,17.330299377441406,1
08LF051,1.0837135596742808,0.7648830763927619,"glacier, low snow","glacier, low snow",0.007637742880368392,423262877.776,11.380001068115234,0.07903160172300852,0.05711683903368601,0.997755690926579,0.9935876883616543,13.59728717803955,19.507286071777344,12.678841590881348,18.505508422851563,1
08MA001,1.6617824325911856,0.9456818690345616,"glacier, low snow","glacier, low snow",0.045911570849874656,315703114.92,10.470001220703125,0.18942413620430645,0.12963445167751628,0.989826197541331,0.963543874523103,12.835487365722656,17.85548973083496,10.003464698791504,14.768464088439941,1
08MA002,1.4421892076850547,0.9254605804812078,"glacier, high snow","glacier, low snow",0.0709329977737581,151366032.974,11.119998931884766,0.31364037170182457,0.21515295394424472,0.9920494699646644,0.9690812720848057,13.980944633483887,19.202194213867188,10.21678352355957,15.611069679260254,1
08MA003,2.1203410372906832,0.8342901872471895,"glacier, high snow","glacier, high snow",0.1038383716420732,158174707.614,11.900001525878906,0.40740075444584156,0.2862403448895276,0.9889737065309584,0.9677692960135709,13.159055709838867,18.93405532836914,10.11367416381836,15.511174201965332,1
08MB006,1.2192052133503894,0.891520951413072,"glacier, low snow","glacier, low snow",0.00629461066289226,6363088.271,11.959999084472656,0.03862032227993075,0.01851111998934612,0.92,0.78,12.3118896484375,17.979389190673828,11.460372924804688,17.80323028564453,1
08MB007,2.2413821701433485,0.9093175620063374,"glacier, low snow","glacier, low snow",0.020960373353902887,4104820.124,13.190000534057617,0.15453296703296704,0.0782967032967033,0.9354838709677419,0.9032258064516129,12.485579490661621,18.833080291748047,9.544508934020996,15.449509620666504,0.25
08MC018,1.428176752025124,0.911244355706744,"glacier, low snow","glacier, low snow",0.007104275969144057,812422272.606,10.539999008178711,0.07936032465796031,0.05612193954668623,0.9936471738068089,0.9835478090894283,12.283506393432617,17.69100570678711,6.417380332946777,11.017380714416504,0.25
08ME002,1.8913448396783932,0.8536745159672019,"no glacier, low snow","no glacier, low snow",0.004388375783717934,3884716.756,11.459999084472656,0.2226701814234765,0.13273375717165453,1,0.9411764705882353,14.11140251159668,19.857654571533203,8.210746765136719,15.79324722290039,0.25
08ME003,1.285278379512849,1.008195998456622,"glacier, low snow","glacier, low snow",0.007502714834440597,7640645.692,11.30999755859375,0.17157204631050355,0.10350118566048264,1,1,14.067590713500977,19.781341552734375,7.915309906005859,12.025310516357422,0.25
08ME023,2.1844975099962554,1.0909697649629864,"glacier, high snow","glacier, high snow",0.5765972087151658,83244357.147,12.779998779296875,0.814218009478673,0.7535545023696683,0.9849246231155779,0.9631490787269682,14.388049125671387,20.761798858642578,7.2286696434021,11.016169548034668,1
08ME025,1.5314701896646064,0.7703822297648549,"no glacier, low snow","no glacier, low snow",4.942564277464084e-4,287027.678,11.320001602172852,0.07877512856474989,0.029453015427769985,1,1,13.134481430053711,18.87198257446289,10.525124549865723,17.232624053955078,1
08ME027,1.8692807969356198,0.6852213226077656,"glacier, high snow","glacier, high snow",0.06750127834730331,21042642.27,12.520000457763672,0.5061619718309859,0.3789612676056338,1,0.9935064935064936,15.426097869873047,21.81734848022461,8.92471694946289,14.499716758728027,1
08ME028,1.6745490423832468,1.0088069702737674,"glacier, high snow","glacier, high snow",0.2526442793520988,178971093.108,11.370000839233398,0.6398067632850242,0.558647342995169,0.9908606245239908,0.9748667174409749,14.462133407592773,20.284635543823242,9.118476867675781,12.65347671508789,1
08MF005,1.2570645838448589,0.8489131212344535,"glacier, low snow","glacier, low snow",0.008550511944613277,1852375672.862,9.8899993896484375,0.07974448883573454,0.05577566065471187,0.9936983920034768,0.9806605823554976,12.122530937194824,19.266279220581055,12.629132270812988,16.245132446289063,1
08MF040,1.3910618480466965,0.8982084976436889,"glacier, low snow","glacier, low snow",0.008898682419884207,1372462703.261,10.870002746582031,0.0773792742961684,0.05425855073457269,0.9922299922299922,0.9762043512043512,13.855304718017578,19.564056396484375,11.822866439819336,17.322866439819336,1
08MF065,1.6205853948764486,0.611039270957326,"glacier, high snow","glacier, high snow",0.016853488502194196,12002215.481,10.569999694824219,0.429858934169279,0.31563479623824453,1,1,13.067622184753418,19.50887107849121,8.777107238769531,14.99960708618164,1
08MG005,2.015156985344627,0.8891699446525908,"glacier, high snow","glacier, high snow",0.1752357626346464,367665375.295,10.279998779296875,0.5217533743939196,0.4494168523129341,0.9977628635346756,0.9891871737509321,13.656494140625,19.640243530273438,6.528461933135986,10.83346176147461,1
08MG025,1.9662367960732827,1.0814986207531117,"glacier, high snow","glacier, low snow",0.12474141450495102,4037416.786,10.189998626708984,0.3717948717948718,0.24786324786324787,1,1,13.577133178710937,19.527132034301758,8.072854042053223,13.622854232788086,1
08MG026,3.0981996352323016,0.8704878367199969,"glacier, high snow","glacier, high snow",0.05879057415810864,5273753.499,11.060001373291016,0.4453004622496148,0.325115562403698,1,1,13.068110466003418,19.39061164855957,8.205499649047852,14.859785079956055,1
08MH001,1.2271387356701917,0.6680403245151145,"glacier, low snow","glacier, low snow",0.008946044691906543,11021257.994,9.9199981689453125,0.2270101663585952,0.1416358595194085,1,0.9878048780487805,10.99289608001709,18.861644744873047,12.028831481933594,14.564831733703613,0.25
08MH002,0.9980939955331767,1.0019402295803608,"no glacier, low snow","no glacier, low snow",6.857088459260497e-4,163187.31,9.829998016357422,0.03315571343990527,0.021314387211367674,0,0,9.712865829467773,17.17786407470703,7.993495464324951,12.426828384399414,1
08MH005,0.8661865532293901,0.9151929791921172,"no glacier, low snow","no glacier, low snow",4.456740283614462e-6,1040.581,10.280000686645508,0.0068322981366459624,0.0018633540372670807,0.6666666666666666,0.6666666666666666,10.537927627563477,18.674179077148438,9.84998607635498,12.197985649108887,0.25
08MH056,1.4986579389193961,0.600681684726089,"glacier, high snow","glacier, low snow",0.01237162824180472,1984118.846,9.6399993896484375,0.3051890941072999,0.21899736147757257,1,1,11.424360275268555,19.026859283447266,12.188685417175293,15.004685401916504,1
08MH103,1.3235838541969516,0.6945949853475106,"glacier, low snow","glacier, low snow",0.012920213363132114,8400010.14,9.69000244140625,0.2882882882882883,0.17798286090969018,1,0.984375,11.463720321655273,18.919971466064453,12.203021049499512,15.447021484375,1
08MH141,1.3424643657662738,0.346801388398275,"no glacier, low snow","no glacier, low snow",0.0031085259490749874,163187.31,11.920000076293945,0.0862533692722372,0.05929919137466307,0,0,12.228109359741211,21.924360275268555,11.591500282287598,15.947500228881836,1
08MH147,1.541520962169098,0.757970860784937,"glacier, high snow","glacier, high snow",0.09193188069886304,26632488.457,10.329998016357422,0.4975562072336266,0.42473118279569894,1,0.984375,12.255578994750977,19.993078231811523,10.941521644592285,14.017521858215332,0.25
08NA002,1.4276567966121554,0.8953545435277739,"glacier, low snow","glacier, low snow",0.020968635776952817,139728301.849,7.55999755859375,0.1811326182550446,0.12123453745941726,0.9980237154150198,0.9782608695652174,11.018048286437988,15.396797180175781,8.974344253540039,11.731487274169922,1
08NA006,1.9131422451415239,0.9507300422941295,"glacier, low snow","glacier, low snow",0.035480885000351604,65497081.299,7.489999771118164,0.25885538641686184,0.16935011709601874,1,0.9936842105263158,10.983902931213379,15.296401977539063,8.621145248413086,11.101144790649414,1
08NA011,1.885121181454362,0.9489370623260617,"glacier, high snow","glacier, low snow",0.03883096575642671,56585840.194,8.509998321533203,0.3400635632828566,0.24705552439708356,0.9975550122249389,0.9853300733496333,11.412836074829102,16.14783477783203,8.484355926513672,11.984355926513672,1
08NB005,1.5659102189000744,0.9067382916269362,"glacier, low snow","glacier, low snow",0.025041082972807015,242792871.949,8.240001678466797,0.2043045519723339,0.13675598166840047,0.9988700564971752,0.9853107344632769,11.833842277526855,16.073843002319336,9.490671157836914,11.973527908325195,1
08NB012,2.097123782062714,0.9517665159557885,"glacier, high snow","glacier, high snow",0.06394735090623105,37567488.919,8.049999237060547,0.3988081595232638,0.293605317442127,1,0.9964664310954063,11.459969520568848,15.788719177246094,7.947455406188965,10.830312728881836,1
08NB014,1.7722650800287023,0.9730773524891139,"glacier, high snow","glacier, high snow",0.11286880436479356,48405995.08,8.680002212524414,0.6186708860759493,0.5272151898734178,1,1,12.41292667388916,16.600427627563477,9.007112503051758,11.3328275680542,1
08NB016,0.7034647637556064,0.6605003840057554,"no glacier, low snow","no glacier, low snow",0.001466766370113,118117.462,8.809999465942383,0.2353923205342237,0.14524207011686144,1,1,12.228109359741211,16.6306095123291,8.759888648986816,11.534174919128418,0.25
08NC004,2.3204040606463434,1.0570688443256717,"glacier, high snow","glacier, high snow",0.1771327990813572,54004357.348,11.579999923706055,0.5622576475657044,0.4808272296423955,0.9759615384615384,0.96875,14.554603576660156,19.152103424072266,7.231032848358154,11.758532524108887,1
08ND012,1.8372616488938778,0.8482330974854597,"glacier, high snow","glacier, high snow",0.04721743570979881,44104105.814,7.8600006103515625,0.3960887332165791,0.3104203152364273,1,1,12.336463928222656,16.030214309692383,7.133609771728516,10.067895889282227,1
08ND013,1.9299284446571114,0.7641709558027534,"glacier, high snow","glacier, high snow",0.048961525303891175,56280705.955,6.090000152587891,0.449165581725648,0.3542431056929814,1,0.9927007299270073,11.425854682922363,14.698355674743652,9.022424697875977,11.502424240112305,1
08NE049,0.9507313184065245,0.9999534039527657,"glacier, low snow","glacier, low snow",0.020153956360282572,1761591165.699,8.39999771118164,0.16135736070889095,0.11694904926381686,0.9968224443927769,0.9866697667209177,13.706097602844238,17.222347259521484,9.401860237121582,13.334360122680664,1
08NF001,0.9366473669636692,0.7096434217987049,"no glacier, low snow","no glacier, low snow",4.337540521410775e-4,180556.181,9.959999084472656,0.06747066492829204,0.028357235984354627,1,0,13.227988243103027,17.689237594604492,9.263481140136719,13.2559814453125,1
08NG002,0.7575890595769195,0.8686979643140067,"no glacier, low snow","no glacier, low snow",5.130572461367217e-4,779325.022,7.319999694824219,0.007258360896729143,0.0012862918044836457,0.7142857142857143,0.42857142857142855,11.818902969360352,15.187652587890625,10.366630554199219,16.246631622314453,1
08NG065,0.9804262236336664,0.812282337102831,"no glacier, low snow","no glacier, low snow",0.0023265240101217393,26684385.531,7.040000915527344,0.05552683155578535,0.024132167806942658,0.9950738916256158,0.9458128078817734,12.198628425598145,15.60237979888916,8.865400314331055,12.700400352478027,1
08NH005,1.0229055624927448,0.7564111899735018,"no glacier, low snow","no glacier, low snow",0.0036601433525532442,1616205.938,8.420001983642578,0.15338770388958595,0.07559598494353827,1,1,12.497621536254883,16.698871612548828,9.302790641784668,13.73529052734375,1
08NH007,1.4378536611620591,0.7088192106261274,"glacier, low snow","glacier, low snow",0.008855289229838751,14545054.598,8.259998321533203,0.28285641934667005,0.18679834557271882,1,0.98,11.937226295471191,16.418474197387695,9.653704643249512,13.019418716430664,1
08NH118,1.495445728159033,0.9326044073541035,"glacier, high snow","glacier, high snow",0.038404993224416824,156713960.171,8.3300018310546875,0.3622429778644497,0.2626501077696808,1,0.994579945799458,11.702104568481445,16.11335563659668,8.33041000366211,10.950409889221191,1
08NH119,1.769525321913927,0.8373109626124224,"glacier, high snow","glacier, high snow",0.06382383616437169,83884116.756,7.3600006103515625,0.48935944944415033,0.37776601376389624,1,0.9982788296041308,11.195700645446777,15.521951675415039,8.609820365905762,12.666962623596191,1
08NH132,1.117048243919031,0.7551493145006524,"glacier, low snow","glacier, low snow",0.013348300586167053,1231953.526,9.759998321533203,0.24661654135338346,0.16390977443609023,1,1,12.691707611083984,17.279205322265625,12.72622299194336,17.44622230529785,1
08NH138,1.6778396289459823,0.6466645617165688,"glacier, low snow","glacier, low snow",0.016850196355151177,133870.992,7.629999160766602,0.2982456140350877,0.15789473684210525,1,1,12.251401901245117,16.282651901245117,8.239945411682129,10.942802429199219,1
08NJ013,0.8500765041129738,0.6654376150828005,"no glacier, low snow","no glacier, low snow",7.678526729387182e-4,2557302.236,8.039997100830078,0.08715074381558431,0.04117324792448059,1,0.9523809523809523,13.400121688842773,16.95012092590332,9.930407524108887,13.597908020019531,1
08NK002,0.840780732646563,0.9888315062847576,"no glacier, low snow","no glacier, low snow",0.0033390644149767627,10328806.29,7.090000152587891,0.02004978501923512,0.008010862186014935,0.8873239436619719,0.8169014084507042,11.288110733032227,14.508110046386719,8.407267570495605,10.718696594238281,1
08NK016,0.7970349400234361,0.939258427037809,"glacier, low snow","glacier, low snow",0.005446480206437875,10045907.142,6.630001068115234,0.029094181163767247,0.01297240551889622,0.9130434782608695,0.8405797101449275,10.990488052368164,14.226738929748535,6.746650218963623,10.15665054321289,1
08NL007,0.9959525378400009,0.7532421458656611,"no glacier, low snow","no glacier, low snow",2.2748972511550162e-4,411936.297,10.529998779296875,0.02193869612571962,0.004512214096779213,1,0,13.153535842895508,18.482284545898437,10.417708396911621,14.714851379394531,0.25
08NL038,0.9478698387834585,0.766973301101526,"no glacier, low snow","no glacier, low snow",7.38452361920427e-5,411936.297,10.669998168945313,0.01157215653789191,0.003037377312548636,1,0,13.021188735961914,17.94493865966797,9.530488014221191,14.882987976074219,0.25
08NL069,0.9696310537108611,0.6309748289684821,"no glacier, low snow","no glacier, low snow",4.3726165257360636e-4,247405.89,11.029998779296875,0.03594608087868198,0.005991013479780329,1,0,12.867134094238281,18.42213249206543,10.517282485961914,14.980138778686523,1
08NL070,0.91655435590293,0.8449081746461506,"no glacier, low snow","no glacier, low snow",4.031802342736758e-4,164530.407,11.129997253417969,0.04116222760290557,0.01176063645797302,1,0,12.802804946899414,18.559053421020508,10.601377487182617,14.898520469665527,1
10BE001,1.5225032758734582,1.0755839321753153,"no glacier, low snow","no glacier, low snow",0.0016383974357252393,170974700.746,7.55000114440918,0.02984564376001085,0.012225426690593696,0.9447791164658634,0.8765060240963856,5.9506402015686035,12.278141975402832,6.126100063323975,8.270099639892578,0.25
10BE004,1.6346204456641775,1.0167924920639069,"no glacier, low snow","no glacier, low snow",0.004475634122157027,11379058.912,8.200000762939453,0.10594233632630962,0.040382619681451064,0.9565217391304348,0.8115942028985508,7.631829261779785,12.968080520629883,11.137269973754883,14.981269836425781,1
10CB001,1.2564974281880987,0.7971450660548566,"no glacier, low snow","no glacier, low snow",0.0010040652297449964,2193525.45,9.729999542236328,0.046221648930452545,0.019509835536923575,1,1,10.566829681396484,18.166828155517578,11.835265159606934,15.548598289489746,1
10CD001,1.2242310463924384,1.116932982993814,"glacier, low snow","glacier, low snow",0.006503272335009797,131872359.498,7.149999618530273,0.040688326053985015,0.024386767171089393,0.995260663507109,0.9502369668246445,7.26722526550293,12.979723930358887,7.813481330871582,9.453481674194336,1
10EA003,0.9905047986221728,1.0170643935196073,"glacier, low snow","glacier, low snow",0.0061072185859600125,52308400.403,6.44000244140625,0.02655930628677609,0.014766181480334468,0.8993055555555556,0.7847222222222222,5.663963317871094,11.103964805603027,9.06867504119873,12.745342254638672,0.25
10EB001,1.6284279473639045,1.395257282256194,"glacier, low snow","glacier, low snow",0.020533098087741442,298978406.701,5.680000305175781,0.12684217657795524,0.07073798649801137,0.9152148664343787,0.8292682926829268,5.405793190002441,10.020792961120605,8.459465980529785,13.835466384887695,0.25
10ED001,1.3216126861938808,1.08690026610289,"no glacier, low snow","no glacier, low snow",0.001835417652207451,401604757.013,7.379999160766602,0.02115354226470105,0.009305528375477861,0.9717842323651452,0.9058091286307054,6.429542541503906,13.428292274475098,4.835415840148926,8.07208251953125,1
10ED002,1.4481775079897665,1.1054953794706874,"no glacier, low snow","no glacier, low snow",0.002746689967573783,753044384.67,7.670001983642578,0.02418559327457672,0.011499862708543657,0.940174176448315,0.8616054524801212,5.062591552734375,11.210092544555664,6.416139125823975,11.160139083862305,1
10GC001,1.434534846296912,1.3781962411290674,"no glacier, low snow","no glacier, low snow",0.0010309275769185631,1339849530.805,7.430000305175781,0.017263280082533933,0.009361161874045289,0.9617509119332986,0.9070349140177175,5.031950950622559,11.090702056884766,4.557528972625732,6.889528751373291,1
10HA004,1.2035132243118931,1.3632673359225373,"no glacier, low snow","no glacier, low snow",7.548871873718895e-4,8226025.434,4.479999542236328,0.07778453268486225,0.01820625219978882,1,0.7692307692307693,4.7298784255981445,8.363628387451172,1.372559666633606,7.558273792266846,1
10HB005,0.7620939083775483,0.6610782038139996,"no glacier, low snow","no glacier, low snow",0.0018505771555734857,28573216.45,3.190000534057617,0.03607188785596837,0.011817094159271652,0.6836363636363636,0.52,4.675975322723389,7.577225208282471,3.957321882247925,6.157321929931641,0.25
