Station Number,Station Name,Province,Status,Latitude,Longitude,Year From,Year To,Gross Drainage Area (km2),Effective Drainage Area (km2),Regulation,Data Type,Operation Schedule,Sediment,RHBN,Real-Time,Datum Name,Publishing Office,Operating Agency,Contributed
05CD902,PARLBY CREEK NEAR MIRROR,AB,Active,52.49111,-113.10417,1981,2022,866,620,R,Flow,Seasonal,N,N,Y,APPROXIMATE GEODETIC SURVEY OF CANADA DATUM,CALGARY,ALBERTA ENVIRONMENTAL PROTECTION,Y
05CD903,SPOTTED LAKE NEAR MIRROR,AB,Active,52.49194,-113.11028,1988,2022,856,610,R,Level,Seasonal,N,N,Y,APPROXIMATE GEODETIC SURVEY OF CANADA DATUM,CALGARY,ALBERTA ENVIRONMENTAL PROTECTION,Y
05CD905,MIRROR BACKFLOOD AT HIGHWAY NO. 50,AB,Active,52.4625,-113.13528,1994,2022,,,N,Level,Seasonal,N,N,N,APPROXIMATE GEODETIC SURVEY OF CANADA DATUM,CALGARY,ALBERTA ENVIRONMENTAL PROTECTION,Y
05CD913,HAYNES CREEK (M1) NEAR JOFFRE,AB,Discontinued,52.41889,-113.53111,1999,2009,24.4,24.4,N,Flow,Seasonal,N,N,N,ASSUMED DATUM,CALGARY,ALBERTA ENVIRONMENTAL PROTECTION,Y
05CE001,RED DEER RIVER AT DRUMHELLER,AB,Active,51.46727,-112.71149,1916,2022,24900,19200,R,Flow and Level,Continuous,Y,N,Y,ASSUMED DATUM,CALGARY,,N
05CE002,KNEEHILLS CREEK NEAR DRUMHELLER,AB,Active,51.46946,-112.97827,1921,2022,2430,1970,N,Flow and Level,Seasonal,N,N,Y,ASSUMED DATUM,CALGARY,,N
05CE003,ROSEBUD RIVER AT BEYNON,AB,Discontinued,51.33333,-112.78194,1922,1936,3990,2740,R,Flow,Seasonal,N,N,N,,CALGARY,,N
05CE004,ROSEBUD RIVER NEAR CROSSFIELD,AB,Discontinued,51.475,-113.80417,1926,1926,471,407,N,Flow,Seasonal,N,N,N,,CALGARY,,N
05CE005,ROSEBUD RIVER AT REDLAND,AB,Active,51.29354,-113.0113,1951,2022,3570,2200,R,Flow and Level,Seasonal,N,N,Y,ASSUMED DATUM,CALGARY,,N
05CE006,ROSEBUD RIVER BELOW CARSTAIRS CREEK,AB,Active,51.41583,-113.72778,1957,2022,753,642,N,Flow and Level,Seasonal,Y,N,Y,ASSUMED DATUM,CALGARY,,N
05CE007,THREEHILLS CREEK NEAR CARBON,AB,Active,51.56446,-113.07342,1965,2022,1080,956,R,Flow and Level,Seasonal,Y,N,Y,ASSUMED DATUM,CALGARY,,N
05CE008,ATUSIS CREEK NEAR REDLAND,AB,Discontinued,51.33056,-113.05417,1965,1971,76.9,75.1,N,Flow,Seasonal,Y,N,N,,CALGARY,,N
05CE009,SEVERN CREEK NEAR ROSEBUD,AB,Discontinued,51.26861,-112.9475,1965,1970,158,134,N,Flow,Seasonal,N,N,N,,CALGARY,,N
05CE010,RAY CREEK NEAR INNISFAIL,AB,Active,52.00117,-113.59972,1967,2022,44.4,44.4,N,Flow and Level,Seasonal,Y,N,Y,ASSUMED DATUM,CALGARY,,N
05CE011,RENWICK CREEK NEAR THREE HILLS,AB,Active,51.71784,-113.36112,1967,2022,58.9,58.1,N,Flow and Level,Seasonal,N,N,Y,ASSUMED DATUM,CALGARY,,N
05CE012,GHOSTPINE CREEK NEAR HUXLEY,AB,Active,51.89591,-113.24107,1962,2022,506,312,N,Flow and Level,Seasonal,N,N,Y,ASSUMED DATUM,CALGARY,,N
05CE013,LONEPINE CREEK NEAR LINDEN,AB,Discontinued,51.575,-113.52222,1962,1969,895,801,N,Flow and Level,Seasonal,N,N,N,ASSUMED DATUM,CALGARY,,N
05CE015,THREEHILLS CREEK NEAR TROCHU,AB,Discontinued,51.85833,-113.425,1962,1969,458,388,N,Flow and Level,Seasonal,N,N,N,ASSUMED DATUM,CALGARY,,N
05CE016,KNEEHILLS CREEK NEAR LINDEN,AB,Discontinued,51.59167,-113.51389,1962,1969,642,564,N,Flow and Level,Seasonal,N,N,N,ASSUMED DATUM,CALGARY,,N
05CE018,THREEHILLS CREEK BELOW RAY CREEK,AB,Active,51.99747,-113.56856,1971,2022,199,138,N,Flow and Level,Seasonal,N,N,Y,ASSUMED DATUM,CALGARY,,N
05CE019,SHEEP COULEE NEAR CARSTAIRS,AB,Discontinued,51.56222,-114.03583,1976,1993,38.3,37.3,N,Flow,Seasonal,N,N,N,ASSUMED DATUM,CALGARY,,N
05CE020,MICHICHI CREEK AT DRUMHELLER,AB,Active,51.47153,-112.71699,1978,2022,1170,637,N,Flow and Level,Seasonal,Y,N,Y,ASSUMED DATUM,CALGARY,,N
05CE901,BIGELOW RESERVOIR NEAR WIMBORNE,AB,Active,51.8875,-113.46389,1979,2022,413,,R,Level,Seasonal,N,N,N,APPROXIMATE GEODETIC SURVEY OF CANADA DATUM,CALGARY,ALBERTA ENVIRONMENTAL PROTECTION,Y
05CF001,SULLIVAN LAKE NEAR SULLIVAN LAKE,AB,Discontinued,52.04444,-111.91667,1918,1930,2000,,,Level,Seasonal,N,N,N,ASSUMED DATUM,CALGARY,,N
05CF002,DOWLING LAKE NEAR DOWLING,AB,Discontinued,51.76667,-111.99444,1957,1968,1170,,,Level,Seasonal,N,N,N,ASSUMED DATUM,CALGARY,,N
05CG001,BULLPOUND CREEK NEAR HUTTON,AB,Discontinued,51.12222,-111.90556,1936,1936,1430,1030,N,Flow,Seasonal,N,N,N,,CALGARY,,N
05CG002,BULLPOUND CREEK NEAR HANNA,AB,Discontinued,51.65,-112.00833,1962,1980,209,201,R,Flow,Seasonal,Y,N,N,ASSUMED DATUM,CALGARY,,N
05CG003,BULLPOUND CREEK NEAR THE MOUTH,AB,Discontinued,51.09833,-111.93167,1964,1995,1470,1070,R,Flow,Seasonal,N,N,N,ASSUMED DATUM,CALGARY,,N
05CG004,BULLPOUND CREEK NEAR WATTS,AB,Active,51.66211,-112.08397,1980,2022,200,169,N,Flow and Level,Seasonal,N,N,Y,ASSUMED DATUM,CALGARY,,N
05CG005,ATLAS MINE COULEE AT WESTERN MONARCH,AB,Discontinued,51.32833,-112.47611,1982,1986,52.3,52.3,N,Flow,Seasonal,N,N,N,ASSUMED DATUM,CALGARY,,N
05CG006,FISH CREEK ABOVE LITTLE FISH LAKE,AB,Active,51.3908,-112.20187,1984,2022,118,103,N,Flow and Level,Seasonal,N,N,Y,ASSUMED DATUM,CALGARY,,N
05CG007,ALBERTA POWER LIMITED COOLING POND OUTLET,AB,Active,51.42711,-111.8014,1984,2022,,,R,Flow and Level,Seasonal,N,N,N,ASSUMED DATUM,CALGARY,,N
05CH001,BERRY CREEK AT FORSTER'S RANCH,AB,Discontinued,50.96667,-111.75,1911,1912,2460,1700,N,Flow,Seasonal,N,N,N,,CALGARY,,N
05CH002,BERRY CREEK NEAR WARDLOW,AB,Discontinued,50.90722,-111.56111,1921,1953,2790,1980,R,Flow,Seasonal,N,N,N,,CALGARY,,N
05CH003,BERRY CREEK (EAST BRANCH) NEAR WARDLOW,AB,Discontinued,50.90889,-111.55028,1926,1926,876,347,N,Flow,Seasonal,N,N,N,,CALGARY,,N
05CH004,BERRY CREEK RANCHING COMPANY DITCH NEAR WARDLOW,AB,Discontinued,50.91667,-111.63333,1930,1930,,,R,Flow,Miscellaneous,N,N,N,,CALGARY,,N
05CH005,DEAD FISH CREEK NEAR HUTTON,AB,Discontinued,51.01667,-111.8,1936,1936,268,230,R,Flow,Seasonal,N,N,N,,CALGARY,,N
05CH006,BARTMAN RESERVOIR ON EAST BERRY CREEK NEAR WARDLOW,AB,Discontinued,51.11389,-111.45278,1939,1939,223,206,R,Level,Seasonal,N,N,N,APPROXIMATE GEODETIC SURVEY OF CANADA DATUM,CALGARY,PRAIRIE FARM REHABILITATION ADMINISTRATION,Y
05CH007,BERRY CREEK NEAR THE MOUTH,AB,Active,50.85509,-111.59061,1964,2022,3720,1680,R,Flow and Level,Seasonal,N,N,Y,ASSUMED DATUM,CALGARY,,N
05CH008,BERRY CREEK NEAR ROSE LYNN,AB,Active,51.41616,-111.49633,1967,2022,1540,781,R,Flow and Level,Seasonal,N,N,Y,ASSUMED DATUM,CALGARY,,N
05CH009,NATURAL FLOW A NEAR POLLOCKVILLE,AB,Discontinued,51.14861,-111.79722,1972,1980,3.5,3.5,N,Flow,Seasonal,N,N,N,ASSUMED DATUM,CALGARY,,N
05CH010,BERRY CREEK NEAR POLLOCKVILLE,AB,Discontinued,51.09583,-111.68139,1981,1982,2060,1390,R,Flow,Seasonal,N,N,N,ASSUMED DATUM,CALGARY,,N
05CH011,BERRY CREEK RESERVOIR OUTLET,AB,Active,51.23974,-111.63142,1983,2022,1930,1010,R,Flow and Level,Seasonal,N,N,Y,ASSUMED DATUM,CALGARY,,N
05CH012,DEADFISH INFLOW CANAL NEAR CESSFORD,AB,Discontinued,51.0175,-111.81667,1983,1995,,,R,Flow,Seasonal,N,N,N,ASSUMED DATUM,CALGARY,,N
05CH013,FORSTER RESERVOIR NEAR CESSFORD,AB,Active,50.98086,-111.76747,1983,2022,330,163,R,Level,Seasonal,N,N,Y,GEODETIC SURVEY OF CANADA DATUM,CALGARY,,N
05CH014,BERRY CREEK RESERVOIR NEAR SUNNYNOOK,AB,Active,51.25521,-111.64056,1984,2022,1900,1000,R,Level,Seasonal,N,N,Y,GEODETIC SURVEY OF CANADA DATUM,CALGARY,,N
05CH016,BERRY CREEK BELOW DEADFISH CREEK,AB,Discontinued,50.93583,-111.76639,1984,1995,2480,1710,R,Flow,Seasonal,N,N,N,ASSUMED DATUM,CALGARY,,N
05CJ001,EASTERN IRRIGATION DISTRICT NORTH BRANCH CANAL NEAR BASSANO,AB,Discontinued,50.75,-112.41667,1914,2000,,,R,Flow,Seasonal,N,N,N,ASSUMED DATUM,CALGARY,,N
05CJ002,C. P. R. CO. EAST BRANCH CANAL NEAR BASSANO,AB,Discontinued,50.75,-112.41667,1927,1930,,,R,Flow,Seasonal,N,N,N,,CALGARY,CANADIAN PACIFIC RAILWAY,Y
05CJ003,EASTERN IRRIGATION DISTRICT EAST BRANCH CANAL NEAR LATHOM,AB,Discontinued,50.71583,-112.3425,1917,2000,,,R,Flow,Seasonal,N,N,N,ASSUMED DATUM,CALGARY,,N
05CJ004,EASTERN IRRIGATION DISTRICT SPRINGHILL CANAL NEAR LATHOM,AB,Discontinued,50.72222,-112.33889,1917,2000,,,R,Flow,Seasonal,N,N,N,ASSUMED DATUM,CALGARY,,N
05CJ005,MATZHIWIN CREEK NEAR DUCHESS,AB,Discontinued,50.81944,-111.82778,1953,1953,2620,,N,Flow,Miscellaneous,N,N,N,,CALGARY,,N
05CJ006,ONETREE CREEK NEAR PATRICIA,AB,Active,50.73393,-111.68934,1951,2022,498,312,R,Flow and Level,Seasonal,N,N,Y,ASSUMED DATUM,CALGARY,,N
05CJ007,MATZHIWIN CREEK ABOVE WARE COULEE,AB,Discontinued,50.84167,-111.92944,1954,1993,2450,,R,Flow,Seasonal,N,N,N,ASSUMED DATUM,CALGARY,,N
05CJ008,WARE COULEE ABOVE MATZHIWIN CREEK,AB,Discontinued,50.79583,-111.78194,1954,1993,93,,R,Flow,Seasonal,N,N,N,ASSUMED DATUM,CALGARY,,N
05CJ009,RED DEER RIVER NEAR JENNER,AB,Discontinued,50.84389,-111.15333,1964,1967,41000,29600,N,Flow,Continuous,N,N,N,,CALGARY,,N
05CJ010,SPRING CREEK NEAR VERGER,AB,Discontinued,50.95472,-111.95833,1966,1966,85.2,18.1,R,Flow,Miscellaneous,N,N,N,,CALGARY,,N
05CJ011,NATURAL FLOW B NEAR PRINCESS,AB,Discontinued,50.63889,-111.50556,1972,1984,1.99,1.99,N,Flow,Seasonal,N,N,N,ASSUMED DATUM,CALGARY,,N
05CJ012,MATZHIWIN CREEK BELOW WARE COULEE,AB,Active,50.82091,-111.82876,1989,2022,2630,544,R,Flow and Level,Seasonal,N,N,Y,ASSUMED DATUM,CALGARY,,N
05CK001,BLOOD INDIAN CREEK NEAR THE MOUTH,AB,Active,50.9583,-111.06004,1911,2022,699,384,N,Flow and Level,Seasonal,Y,N,Y,ASSUMED DATUM,CALGARY,,N
05CK002,RED DEER RIVER NEAR EMPRESS,AB,Discontinued,50.96389,-110.02778,1918,1960,46800,32400,R,Flow,Continuous,N,N,N,,CALGARY,,N
05CK003,BLOOD INDIAN CREEK AT HOGARTH'S RANCH,AB,Discontinued,51.03611,-111.23611,1936,1936,564,501,N,Flow,Seasonal,N,N,N,,CALGARY,,N
05CK004,RED DEER RIVER NEAR BINDLOSS,AB,Active,50.90269,-110.2995,1961,2022,47800,28200,R,Flow and Level,Continuous,Y,N,Y,ASSUMED DATUM,CALGARY,,N
05CK005,ALKALI CREEK NEAR THE MOUTH,AB,Active,50.89896,-110.508,1962,2022,590,309,N,Flow and Level,Seasonal,Y,N,Y,ASSUMED DATUM,CALGARY,,N
05CK006,KENNEDY COULEE NEAR ACADIA VALLEY,AB,Active,51.09586,-110.25898,1978,2022,939,203,R,Flow and Level,Seasonal,N,N,Y,ASSUMED DATUM,CALGARY,,N
05CK007,BLOOD INDIAN CREEK NEAR CABIN LAKE,AB,Discontinued,51.09591,-111.23997,1983,2009,322,212,N,Flow,Seasonal,N,N,N,ASSUMED DATUM,CALGARY,,N
05DA001,WHITERABBIT CREEK NEAR WILSON'S RANCH,AB,Discontinued,52.1,-116.41667,1915,1917,119,119,N,Flow,Seasonal,N,N,N,,CALGARY,,N
05DA002,SIFFLEUR RIVER NEAR THE MOUTH,AB,Discontinued,52.04417,-116.38389,1915,1996,515,515,N,Flow,Seasonal,Y,N,N,ASSUMED DATUM,CALGARY,,N
05DA003,NORTH SASKATCHEWAN RIVER AT WILSON'S RANCH,AB,Discontinued,52.09333,-116.41944,1915,1917,2560,2560,N,Flow,Continuous,N,N,N,,CALGARY,,N
05DA004,CLINE RIVER NEAR THE MOUTH,AB,Discontinued,52.14583,-116.5,1915,1918,822,822,N,Flow,Seasonal,N,N,N,,CALGARY,,N
05DA005,MISTAYA RIVER NEAR THE MOUTH,AB,Discontinued,51.96667,-116.71667,1915,1917,316,316,N,Flow,Seasonal,N,N,N,,CALGARY,,N
05DA006,NORTH SASKATCHEWAN RIVER AT SASKATCHEWAN CROSSING,AB,Discontinued,51.96667,-116.725,1967,1970,1290,1290,N,Flow,Continuous,N,N,N,,CALGARY,,N
05DA007,MISTAYA RIVER NEAR SASKATCHEWAN CROSSING,AB,Active,51.88427,-116.68919,1967,2022,248,248,N,Flow and Level,Continuous,Y,Y,Y,ASSUMED DATUM,CALGARY,,N
05DA008,PEYTO CREEK AT PEYTO GLACIER,AB,Discontinued,51.69361,-116.53556,1967,1977,23.6,23.6,N,Flow,Seasonal,N,N,N,ASSUMED DATUM,CALGARY,,N
05DA009,NORTH SASKATCHEWAN RIVER AT WHIRLPOOL POINT,AB,Active,52.00119,-116.47093,1970,2022,1920,1920,N,Flow and Level,Continuous,Y,Y,Y,ASSUMED DATUM,CALGARY,,N
05DA010,SILVERHORN CREEK NEAR THE MOUTH,AB,Active,51.79992,-116.58395,1971,2022,21,21,N,Flow and Level,Continuous,N,Y,N,ASSUMED DATUM,CALGARY,,N
05DB001,CLEARWATER RIVER NEAR ROCKY MOUNTAIN HOUSE,AB,Discontinued,52.34444,-114.93611,1914,1975,3220,3210,N,Flow,Continuous,Y,N,N,GEODETIC SURVEY OF CANADA DATUM,CALGARY,,N
05DB002,PRAIRIE CREEK NEAR ROCKY MOUNTAIN HOUSE,AB,Active,52.27386,-114.92918,1961,2022,844,844,N,Flow and Level,Continuous,Y,N,Y,ASSUMED DATUM,CALGARY,,N
05DB003,CLEARWATER RIVER ABOVE LIMESTONE CREEK,AB,Discontinued,51.99167,-115.43333,1959,1992,1340,1340,N,Flow,Seasonal,N,N,N,ASSUMED DATUM,CALGARY,,N
05DB004,PRAIRIE CREEK NEAR RANGER STATION,AB,Discontinued,52.24444,-115.30139,1969,1973,95.6,95.6,N,Flow,Seasonal,N,N,N,ASSUMED DATUM,CALGARY,,N
05DB005,PRAIRIE CREEK BELOW LICK CREEK,AB,Active,52.25457,-115.28792,1973,2022,208,208,N,Flow and Level,Seasonal,N,N,Y,ASSUMED DATUM,CALGARY,,N
05DB006,CLEARWATER RIVER NEAR DOVERCOURT,AB,Active,52.2521,-114.85582,1975,2022,2250,2250,N,Flow and Level,Continuous,N,N,Y,ASSUMED DATUM,CALGARY,,N
05DB007,CLEARWATER RIVER AT FORESTRY ROAD,AB,Discontinued,51.97056,-115.23889,1992,1992,1340,,,Flow,Seasonal,N,N,N,,CALGARY,,N
05DC001,NORTH SASKATCHEWAN RIVER NEAR ROCKY MOUNTAIN HOUSE,AB,Active,52.3767,-114.94132,1913,2022,11000,11000,R,Flow and Level,Continuous,Y,N,Y,ASSUMED DATUM,CALGARY,,N
05DC002,NORTH SASKATCHEWAN RIVER AT SAUNDERS,AB,Discontinued,52.45278,-115.75556,1922,1978,5160,5160,R,Flow,Seasonal,Y,N,N,ASSUMED DATUM,CALGARY,,N
05DC003,MARTIN CREEK NEAR NORDEGG,AB,Discontinued,52.46667,-116.07222,1915,1918,3.03,3.03,N,Flow,Seasonal,N,N,N,,CALGARY,,N
05DC004,SHUNDA CREEK NEAR SAUNDERS,AB,Discontinued,52.42833,-115.78056,1915,1918,283,283,N,Flow,Seasonal,N,N,N,,CALGARY,,N
05DC005,BIGHORN RIVER NEAR THE MOUTH,AB,Discontinued,52.375,-116.29167,1915,1918,335,335,N,Flow,Seasonal,N,N,N,,CALGARY,,N
05DC006,RAM RIVER NEAR THE MOUTH,AB,Active,52.36859,-115.42218,1975,2022,1850,1850,N,Flow,Continuous,Y,N,Y,ASSUMED DATUM,CALGARY,ALBERTA ENVIRONMENTAL PROTECTION,Y
05DC007,NORTH SASKATCHEWAN RIVER BELOW TERSHISHNER CREEK,AB,Discontinued,52.3,-116.31667,1953,1968,3890,3890,N,Flow,Seasonal,N,N,N,,CALGARY,TRANSALTA UTILITIES CORPORATION,Y
05DC008,RAM RIVER AT RAM GLACIER,AB,Discontinued,51.85444,-116.19083,1967,1974,3.73,3.73,N,Flow,Seasonal,N,N,N,ASSUMED DATUM,CALGARY,,N
05DC009,LAKE ABRAHAM NEAR NORDEGG,AB,Active,52.30778,-116.32833,1972,2022,3890,3890,R,Level,Continuous,N,N,N,GEODETIC SURVEY OF CANADA DATUM,CALGARY,TRANSALTA UTILITIES CORPORATION,Y
05DC010,NORTH SASKATCHEWAN RIVER BELOW BIGHORN PLANT,AB,Active,52.31,-116.3225,1972,2022,3890,3890,R,Flow,Continuous,N,N,N,ASSUMED DATUM,CALGARY,TRANSALTA UTILITIES CORPORATION,Y
05DC011,NORTH RAM RIVER AT FORESTRY ROAD,AB,Active,52.28296,-115.99929,1975,2022,347,347,N,Flow and Level,Seasonal,N,N,Y,ASSUMED DATUM,CALGARY,,N
05DC012,BAPTISTE RIVER NEAR THE MOUTH,AB,Active,52.66382,-115.07578,1984,2022,1350,1350,N,Flow,Continuous,N,N,N,ASSUMED DATUM,CALGARY,ALBERTA ENVIRONMENTAL PROTECTION,Y
05DD001,SOUTHESK RIVER NEAR FORESTRY FORD,AB,Discontinued,52.66556,-116.87361,1915,1915,434,434,N,Flow,Seasonal,N,N,N,,CALGARY,,N
05DD002,BLACKSTONE RIVER NEAR GRASS MOUNTAIN,AB,Discontinued,52.76944,-116.31944,1915,1917,780,780,N,Flow,Seasonal,N,N,N,,CALGARY,,N
05DD003,CHUNGO CREEK NEAR THE MOUTH,AB,Discontinued,52.7,-116.48333,1915,1917,189,189,N,Flow,Seasonal,N,N,N,,CALGARY,,N
05DD004,BROWN CREEK AT FORESTRY ROAD,AB,Active,52.76396,-116.36081,1974,2022,219,219,N,Flow and Level,Seasonal,N,Y,Y,ASSUMED DATUM,CALGARY,,N
05DD005,BRAZEAU RIVER BELOW BRAZEAU PLANT,AB,Active,52.9125,-115.36389,1962,2022,5660,5660,R,Flow,Continuous,N,N,N,ASSUMED DATUM,CALGARY,TRANSALTA UTILITIES CORPORATION,Y
05DD006,BRAZEAU RESERVOIR,AB,Active,52.97056,-115.58028,1961,2022,5500,5500,R,Level,Continuous,N,N,N,GEODETIC SURVEY OF CANADA DATUM,CALGARY,TRANSALTA UTILITIES CORPORATION,Y
05DD007,BRAZEAU RIVER BELOW CARDINAL RIVER,AB,Active,52.88158,-116.55625,1961,2022,2600,2600,N,Flow and Level,Seasonal,N,N,Y,ASSUMED DATUM,CALGARY,,N
05DD008,CARDINAL RIVER NEAR THE MOUTH,AB,Discontinued,52.86778,-116.59528,1962,1990,495,495,N,Flow,Seasonal,Y,N,N,ASSUMED DATUM,CALGARY,,N
05DD009,NORDEGG RIVER AT SUNCHILD ROAD,AB,Active,52.81997,-115.52026,1972,2022,876,876,N,Flow and Level,Continuous,N,N,Y,ASSUMED DATUM,CALGARY,,N
05DE001,NORTH SASKATCHEWAN RIVER AT ROCKY RAPIDS,AB,Discontinued,53.21528,-114.93111,1922,1922,21800,21800,N,Flow,Seasonal,N,N,N,,CALGARY,,N
05DE002,WABAMUN LAKE AT WABAMUN,AB,Active,53.55583,-114.46914,1927,2022,357,341,R,Level,Continuous,N,N,Y,GEODETIC SURVEY OF CANADA DATUM,CALGARY,,N
05DE003,WABAMUN CREEK NEAR DUFFIELD,AB,Discontinued,53.46167,-114.36667,1927,1995,513,464,N,Flow,Seasonal,N,N,N,ASSUMED DATUM,CALGARY,,N
05DE004,WABAMUN LAKE AT SEBA BEACH,AB,Discontinued,53.55556,-114.73333,1955,1960,355,339,R,Level,Seasonal,N,N,N,CANADIAN NATIONAL RAILWAYS DATUM,CALGARY,,N
05DE005,NORTH SASKATCHEWAN RIVER NEAR DRAYTON VALLEY,AB,Discontinued,53.20611,-114.92778,1961,1961,21700,21700,N,Level,Seasonal,N,N,N,ASSUMED DATUM,CALGARY,TRANSALTA UTILITIES CORPORATION,Y
05DE006,NORTH SASKATCHEWAN RIVER NEAR LODGEPOLE,AB,Discontinued,53.05246,-115.21118,1968,2021,20500,20400,R,Flow and Level,Seasonal,N,N,N,ASSUMED DATUM,CALGARY,,N
05DE007,ROSE CREEK NEAR ALDER FLATS,AB,Active,52.92991,-115.01102,1972,2022,559,559,N,Flow and Level,Seasonal,N,Y,Y,ASSUMED DATUM,CALGARY,,N
05DE008,MODESTE CREEK NEAR BRETON,AB,Discontinued,53.10417,-114.50944,1972,1972,374,371,N,Flow,Seasonal,N,N,N,,CALGARY,,N
05DE009,TOMAHAWK CREEK NEAR TOMAHAWK,AB,Active,53.40585,-114.76311,1984,2022,94.2,94.2,N,Flow and Level,Seasonal,N,N,Y,ASSUMED DATUM,CALGARY,,N
05DE010,NORTH SASKATCHEWAN RIVER AT HIGHWAY NO. 759,AB,Active,53.31548,-114.75796,2009,2022,22100,22000,,Flow and Level,Seasonal,N,N,Y,ASSUMED DATUM,CALGARY,,N
05DE011,NORTH SASKATCHEWAN RIVER AT HIGHWAY NO. 22,AB,Active,53.20706,-114.93033,2021,2022,21800,21800,R,Level,Seasonal,N,N,Y,ASSUMED DATUM,CALGARY,,N
05DE911,MODESTE CREEK NEAR LINDALE,AB,Active,53.24806,-114.70556,1996,2022,1170,,N,Flow,Seasonal,N,N,N,APPROXIMATE GEODETIC SURVEY OF CANADA DATUM,CALGARY,ALBERTA ENVIRONMENTAL PROTECTION,Y
05DF001,NORTH SASKATCHEWAN RIVER AT EDMONTON,AB,Active,53.53721,-113.4855,1911,2022,28100,27100,R,Flow and Level,Continuous,Y,N,Y,ASSUMED DATUM,CALGARY,,N
05DF002,CONJURING CREEK NEAR WIZARD LAKE,AB,Discontinued,53.10694,-113.825,1924,1931,34.2,34.2,N,Flow,Seasonal,N,N,N,,CALGARY,,N
05DF003,BLACKMUD CREEK NEAR ELLERSLIE,AB,Active,53.41455,-113.51651,1935,2022,643,374,N,Flow and Level,Seasonal,N,N,Y,ASSUMED DATUM,CALGARY,,N
05DF004,STRAWBERRY CREEK NEAR THE MOUTH,AB,Active,53.31149,-114.05207,1966,2022,592,589,N,Flow and Level,Seasonal,Y,N,Y,ASSUMED DATUM,CALGARY,,N
05DF005,NORTH SASKATCHEWAN RIVER AT EDMONTON PUMPING STATION,AB,Discontinued,53.53333,-113.48333,1918,1921,28000,27300,N,Level,Seasonal,N,N,N,ASSUMED DATUM,CALGARY,,N
05DF006,WHITEMUD CREEK NEAR ELLERSLIE,AB,Active,53.41263,-113.59089,1969,2022,330,301,N,Flow and Level,Seasonal,N,N,Y,ASSUMED DATUM,CALGARY,,N
05DF007,WEST WHITEMUD CREEK NEAR IRETON,AB,Active,53.22203,-113.69057,1976,2022,65.4,53.2,N,Flow and Level,Seasonal,N,N,Y,ASSUMED DATUM,CALGARY,,N
05DF008,WEED CREEK AT THORSBY,AB,Active,53.23379,-114.0508,2005,2022,200,200,,Flow and Level,Seasonal,N,N,Y,GEODETIC SURVEY OF CANADA DATUM,CALGARY,,N
05DF009,WHITEMUD CREEK AT EDMONTON,AB,Active,53.48302,-113.55455,2013,2022,1110,794,N,Flow and Level,Seasonal,N,N,Y,,CALGARY,,N
05EA001,STURGEON RIVER NEAR FORT SASKATCHEWAN,AB,Active,53.83276,-113.28236,1927,2022,3250,2320,N,Flow and Level,Seasonal,N,N,Y,ASSUMED DATUM,CALGARY,,N
05EA002,STURGEON RIVER AT ST. ALBERT,AB,Active,53.63583,-113.62722,1913,2022,2610,1940,N,Flow and Level,Seasonal,N,N,Y,ASSUMED DATUM,CALGARY,,N
05EA003,STURGEON RIVER NEAR DARWELL,AB,Discontinued,53.6625,-114.6175,1914,1931,322,322,N,Flow,Seasonal,N,N,N,,CALGARY,,N
05EA004,STURGEON RIVER NEAR ONOWAY,AB,Discontinued,53.73278,-114.27139,1914,1931,738,666,N,Flow,Seasonal,N,N,N,,CALGARY,,N
05EA005,STURGEON RIVER NEAR VILLENEUVE,AB,Active,53.65535,-113.76247,1971,2022,1890,1550,N,Flow and Level,Continuous,N,N,Y,ASSUMED DATUM,CALGARY,,N
05EA006,LAC STE. ANNE AT ALBERTA BEACH,AB,Active,53.67639,-114.3575,1933,2022,687,568,,Level,Seasonal,N,N,Y,APPROXIMATE GEODETIC SURVEY OF CANADA DATUM,CALGARY,,N
05EA007,BIG LAKE NEAR ST. ALBERT,AB,Discontinued,53.6,-113.76667,1940,1940,2640,2110,,Level,Seasonal,N,N,N,GEODETIC SURVEY OF CANADA DATUM,CALGARY,,N
05EA008,ISLE LAKE AT EUREKA BEACH,AB,Active,53.62597,-114.68638,1972,2022,276,276,,Level,Seasonal,N,N,Y,APPROXIMATE GEODETIC SURVEY OF CANADA DATUM,CALGARY,,N
05EA009,ATIM CREEK NEAR SPRUCE GROVE,AB,Discontinued,53.57222,-113.93333,1978,1996,315,91.7,N,Flow,Seasonal,N,N,N,ASSUMED DATUM,CALGARY,ALBERTA ENVIRONMENTAL PROTECTION,Y
05EA010,STURGEON RIVER NEAR MAGNOLIA BRIDGE,AB,Active,53.59139,-114.85972,1981,2022,121,121,N,Flow and Level,Seasonal,N,N,Y,ASSUMED DATUM,CALGARY,,N
05EA011,CARROT CREEK NEAR THE MOUTH,AB,Active,53.62339,-113.69531,2007,2022,97.1,39.2,N,Flow and Level,Seasonal,N,N,Y,ASSUMED DATUM,CALGARY,,N
05EA012,ATIM CREEK AT CENTURY ROAD,AB,Active,53.59028,-113.88536,2007,2022,288,80.4,N,Flow and Level,Seasonal,N,N,Y,ASSUMED DATUM,CALGARY,,N
05EA013,KILINI CREEK AT TWP ROAD NO 543,AB,Active,53.67213,-114.1355,2013,2022,168,137,N,Flow and Level,Seasonal,N,N,Y,ASSUMED DATUM,CALGARY,,N
